date,AdvScal_eurusd_H1_SL17_EURUSD.a_H1_REALTICKS,AdvScalp_eurusd_H1_SL14_EURUSD.a_H1_REALTICKS,AdvScalp_eurusd_H1_SL18_EURUSD.a_H1_REALTICKS,AdvScalp_eurusd_H1_SL22_EURUSD.a_H1_REALTICKS,AdvScalp_gbpusd_H1_GBPUSD.a_H1_REALTICKS,AdvScalp_usdjpy_H1_SL22_USDJPY.a_H1_REALTICKS,AdvScalp_usdjpy_H1_SL30_USDJPY.a_H1_REALTICKS,AdvScalp_usdjpy_H4_SL14_USDJPY.a_H4_REALTICKS,AdvScalp_usdjpy_H4_SL17_USDJPY.a_H4_REALTICKS,BTC_Reaper_Aggr_1_H1_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_2_H1_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_3_H1_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_4_H1_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_5_H1_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_6_H1_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_7_H1_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_8_H1_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_9_H1_BTCUSD.a_H1_OHLC,BitcoinReaper_10_H1_BTCUSD.a_H1_OHLC,BitcoinReaper_1_H1_BTCUSD.a_H1_OHLC,BitcoinReaper_2_H1_BTCUSD.a_H1_OHLC,BitcoinReaper_3_H1_BTCUSD.a_H1_OHLC,BitcoinReaper_4_H1_BTCUSD.a_H1_OHLC,BitcoinReaper_5_H1_BTCUSD.a_H1_OHLC,BitcoinReaper_6_H1_BTCUSD.a_H1_OHLC,BitcoinReaper_7_H1_BTCUSD.a_H1_OHLC,BitcoinReaper_8_H1_BTCUSD.a_H1_OHLC,BitcoinReaper_9_H1_BTCUSD.a_H1_OHLC,BitcoinScalpPro_a_H1_BTCUSD.a_H1_OHLC,DTP2_eurusd_a_EURUSD.a_Daily_OHLC,DTP2_eurusd_b_EURUSD.a_Daily_OHLC,DTP2_eurusd_c_EURUSD.a_Daily_OHLC,DTP2_eurusd_d_EURUSD.a_Daily_OHLC,DTP2_gbpusd_a_GBPUSD.a_Daily_OHLC,DaytradePro_AUDJPY_AUDJPY.a_Daily_OHLC,DaytradePro_AUDUSD_AUDUSD.a_Daily_OHLC,DaytradePro_CHFJPY_CHFJPY.a_Daily_OHLC,DaytradePro_EURAUD_EURAUD.a_Daily_OHLC,DaytradePro_EURJPY_EURJPY.a_Daily_OHLC,DaytradePro_EURNZD_EURNZD.a_Daily_OHLC,DaytradePro_EURUSD_EURUSD.a_Daily_OHLC,DaytradePro_GBPJPY_GBPJPY.a_Daily_OHLC,DaytradePro_GBPUSD_GBPUSD.a_Daily_OHLC,DaytradePro_NZDUSD_NZDUSD.a_Daily_OHLC,DaytradePro_USDCAD_USDCAD.a_Daily_OHLC,DaytradePro_USDJPY_USDJPY.a_Daily_OHLC,DaytradePro_XAUUSD_XAUUSD.a_Daily_OHLC,GOLDTRADEPROH4_b_XAUUSD.a_H4_REALTICKS,GOLDTRADEPRO_E_XAUUSD.a_Daily_REALTICKS,GOLDTRADEPRO_F_XAUUSD.a_Daily_REALTICKS,GOLDTRADEPRO_G_XAUUSD.a_Daily_REALTICKS,GOLDTRADEPRO_H_XAUUSD.a_Daily_REALTICKS,GOLDTRADEPRO_a_XAUUSD.a_Daily_REALTICKS,GOLDTRADEPRO_c_XAUUSD.a_Daily_OHLC,GOLDTRADEPRO_d_XAUUSD.a_Daily_OHLC,GoldBotOne_dailyA_XAUUSD.a_Daily_OHLC,GoldBotOne_dailyB_XAUUSD.a_Daily_OHLC,GoldBotOne_dailyC_XAUUSD.a_Daily_OHLC,GoldBotOne_dailyD_XAUUSD.a_Daily_OHLC,GoldBotOne_dailyE_XAUUSD.a_Daily_OHLC,GoldBotOne_dailyH_XAUUSD.a_Daily_OHLC,GoldBotOne_dailyI_XAUUSD.a_Daily_OHLC,GoldBotOne_dailyK_XAUUSD.a_Daily_OHLC,GoldPhantom_Gold_a_XAUUSD.a_Daily_OHLC,GoldPhantom_Gold_b_XAUUSD.a_Daily_OHLC,GoldPhantom_Gold_c_XAUUSD.a_Daily_OHLC,GoldReaper_strategy1_Daily_XAUUSD.a_Daily_OHLC,GoldReaper_strategy2_Daily_XAUUSD.a_Daily_OHLC,GoldReaper_strategy3_Daily_XAUUSD.a_Daily_OHLC,GoldReaper_strategy4_H4_XAUUSD.a_H4_OHLC,GoldReaper_strategy5_H1_XAUUSD.a_H1_OHLC,GoldReaper_strategy6_H1_XAUUSD.a_H1_OHLC,GoldReaper_strategy7_H1_XAUUSD.a_H1_OHLC,GoldReaper_strategy8_H1_XAUUSD.a_H1_OHLC,GoldReaper_strategy9_H1_XAUUSD.a_H1_OHLC,GoldScalp_H1_A_XAUUSD.a_H1_REALTICKS,GoldScalp_H1_B_XAUUSD.a_H1_REALTICKS,GoldScalp_H1_C_XAUUSD.a_H1_REALTICKS,Indicement_US100_1_H1_USTEC.a_H1_OHLC,Indicement_US100_2_H1_USTEC.a_H1_OHLC,Indicement_US100_3_H1_USTEC.a_H1_OHLC,Indicement_US100_4_H1_USTEC.a_H1_OHLC,Indicement_US30_1_Daily_US30.a_Daily_OHLC,Indicement_US30_2_Daily_US30.a_Daily_OHLC,Indicement_US30_3_Daily_US30.a_Daily_OHLC,Indicement_US30_4_Daily_US30.a_Daily_OHLC,Indicement_US500a_H1_US500.a_H1_OHLC,Indicement_US500b_M15_US500.a_M15_OHLC,Indicement_US500c_M15_US500.a_M15_OHLC,Indicement_US500d_H1_US500.a_H1_OHLC,Indicement_US500e_Daily_US500.a_Daily_OHLC,Indicement_US500f_Daily_US500.a_Daily_OHLC,ORBMASTER_DAX_M15_a_DE40.a_M15_OHLC,ORBMASTER_DAX_M15_c_DE40.a_M15_OHLC,ORBMASTER_DAX_M15_f_DE40.a_M15_OHLC,ORBMASTER_US30_M15_c_US30.a_M15_OHLC,ORBMASTER_US30_M15_f_US30.a_M15_OHLC,ORBMASTER_US30_M15_h_US30.a_M15_OHLC,ORBMASTER_US500_M15_a_US500.a_M15_OHLC,ORBMASTER_US500_M15_c_US500.a_M15_OHLC,ORBMASTER_US500_M15_d_US500.a_M15_OHLC,ORBMASTER_USTEC_M15_a_USTEC.a_M15_OHLC,ORBMASTER_USTEC_M15_e_USTEC.a_M15_OHLC,ORBMASTER_USTEC_M15_g_USTEC.a_M15_OHLC,OtherSets_nas100_H1_A_USTEC.a_H1_OHLC,OtherSets_nas100_H1_C_USTEC.a_H1_OHLC,OtherSets_nas100_H1_E_USTEC.a_H1_OHLC,OtherSets_nas100_H1_G_USTEC.a_H1_OHLC,OtherSets_nas100_H1_L_USTEC.a_H1_OHLC,VolatilityBreakout_EURUSD_e_EURUSD.a_M15_OHLC,VolatilityBreakout_EURUSD_f_EURUSD.a_M15_OHLC,VolatilityBreakout_EURUSD_i_EURUSD.a_M15_OHLC,VolatilityBreakout_EURUSD_k_EURUSD.a_M15_OHLC,VolatilityBreakout_EURUSD_l_EURUSD.a_M15_OHLC,VolatilityBreakout_EURUSD_m_EURUSD.a_M15_OHLC,VolatilityBreakout_EURUSD_o_EURUSD.a_M15_OHLC,VolatilityBreakout_H1_B_H1_BTCUSD.a_H1_OHLC,VolatilityBreakout_H1_C_H1_BTCUSD.a_H1_OHLC,VolatilityBreakout_H1_E_H1_BTCUSD.a_H1_OHLC,VolatilityBreakout_H1_F_H1_BTCUSD.a_H1_OHLC,VolatilityBreakout_H1_H_H1_BTCUSD.a_M15_OHLC,VolatilityBreakout_H1_J_H1_BTCUSD.a_M15_OHLC,VolatilityBreakout_H1_M_H1_BTCUSD.a_M15_OHLC,VolatilityBreakout_H1_O_H1_BTCUSD.a_M15_OHLC,VolatilityBreakout_M5_C_XAUUSD.a_M5_OHLC,VolatilityBreakout_M5_E_XAUUSD.a_M5_OHLC,VolatilityBreakout_M5_G_XAUUSD.a_M5_OHLC,VolatilityBreakout_M5_H_XAUUSD.a_M5_OHLC,VolatilityBreakout_NAS_VOL_M15_A_USTEC.a_M15_OHLC,VolatilityBreakout_NAS_VOL_M15_B_USTEC.a_M15_OHLC,VolatilityBreakout_NAS_VOL_M15_C_USTEC.a_M15_OHLC,VolatilityBreakout_NAS_VOL_M15_D_USTEC.a_M15_OHLC,VolatilityBreakout_NAS_VOL_M15_E_USTEC.a_M15_OHLC,VolatilityBreakout_US30_VOL_M15_a_US30.a_M15_OHLC,VolatilityBreakout_US30_VOL_M15_b_US30.a_M15_OHLC,VolatilityBreakout_US30_VOL_M15_c_US30.a_M15_OHLC,VolatilityBreakout_US30_VOL_M15_g_US30.a_M15_OHLC,VolatilityBreakout_VolUS500_a_M15_US500.a_M15_REALTICKS,VolatilityBreakout_VolUS500_c_M15_US500.a_M15_REALTICKS,VolatilityBreakout_VolUS500_g_M15_US500.a_M15_REALTICKS
2022-06-01,7.59,32.91,59.36,180.04,-721.92,27.8,6.2,97.42,-35.5,0.0,0.0,0.0,355.96,798.98,699.1,526.39,236.92,0.0,0.0,0.0,0.0,0.0,743.87,798.98,1053.64,593.81,236.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-113.14,0.0,0.0,0.0,223.75,0.0,0.0,404.46,482.29,15.9,0.0,0.0,0.0,141.62,75.0,33.38,0.0,0.0,0.0,0.0,0.0,116.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.46,958.27,320.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-533.44,-256.38,-818.2,70.82,0.0,0.0,0.0,83.51,0.0,0.0,0.0,0.0,0.0,29.72,316.0,40.58,0.0,788.14,0.0,0.0,0.0,0.0,0.0,0.0,240.28,362.02,362.02,283.41,617.58,359.68,0.0,0.0,157.72,0.0,0.0,247.42
2022-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.02,0.0,9.96,33.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.71,251.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.38,-76.62,0.0,0.0,0.0,0.0,0.0,0.0,-241.96,287.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-527.16,-57.03,-117.5,-84.87,-117.82,-428.33,85.32,-97.0,623.33,61.6,-384.35,74.69,-354.9,211.3,0.0,0.0,0.0,0.0,361.98,731.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.9,766.72,0.0,848.89,0.0,0.0,0.0,-222.73,0.0,-88.97,0.0,-17.74,0.0,0.0,0.0,0.0,-541.49,0.0,0.0,0.0,0.0,0.0,0.0,-151.19,-358.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-252.71,0.0
2022-06-03,0.0,0.0,0.0,0.0,0.0,197.38,48.42,92.99,7.43,-886.16,-78.18,-99.72,-55.17,-359.91,349.05,523.22,147.89,-757.92,0.0,-886.16,-65.68,-99.72,102.43,-359.91,359.03,194.15,109.85,-757.92,9.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.48,-45.96,0.0,0.0,0.0,-151.12,-242.02,0.0,-22.82,0.0,0.0,0.0,0.0,0.0,0.0,-225.95,-15.65,167.32,0.0,100.39,0.0,0.0,0.0,138.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.49,0.0,0.0,0.0,0.0,-305.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.78,-396.69,177.68,-291.04,99.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.49,322.32,428.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.24
2022-06-06,7.59,48.8,6.89,59.55,0.0,96.21,8.72,95.78,97.93,0.0,457.67,-99.93,379.7,0.0,349.69,262.09,475.3,0.0,396.48,0.0,470.15,-99.93,561.41,0.0,359.67,295.7,475.3,0.0,570.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.33,0.0,0.0,0.0,4.77,-138.0,253.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.6,-352.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-533.24,-665.2,-461.48,-272.54,-299.29,0.0,0.0,-175.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.67,542.54,765.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-07,0.0,0.0,0.0,0.0,456.96,0.0,0.0,0.0,0.0,168.0,235.87,149.79,438.37,75.02,0.0,214.99,-313.65,-257.51,-95.28,168.0,248.43,149.79,480.81,-322.21,94.92,1037.2,171.64,-759.36,-137.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.09,0.0,516.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-338.27,74.73,16.09,-837.38,0.0,0.0,0.0,0.0,485.73,-199.99,-176.12,122.11,0.0,0.0,0.0,0.0,-17.13,0.0,0.0,0.0,-230.44,0.0,-299.57,554.19,-330.86,-175.91,-415.32,-223.1,-960.19,136.25,-952.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904.44,906.28,788.22,690.34,1183.77,1002.23,0.0,440.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-08,89.01,71.5,62.01,87.25,0.0,218.79,66.01,94.25,8.31,0.0,0.0,0.0,178.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.62,0.0,4.99,33.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,-77.0,-530.37,0.0,157.91,0.0,23.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-176.55,0.0,0.0,0.0,0.0,0.0,353.76,0.0,0.0,-329.25,-230.18,-272.25,0.0,0.0,-165.98,0.0,0.0,0.0,-366.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.34,258.14,158.85,0.0,-425.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.23
2022-06-09,15.18,-306.46,92.22,-437.68,0.0,67.94,8.33,-16.08,-33.59,0.0,0.0,0.0,64.29,0.0,0.0,-127.16,0.0,0.0,0.0,0.0,0.0,0.0,-161.33,0.0,0.0,-241.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45,-181.0,-837.47,0.0,130.19,0.0,16.46,726.54,938.34,0.0,435.05,516.52,445.76,0.0,0.0,124.56,498.24,351.84,0.0,0.0,-177.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.64,748.84,0.0,0.0,0.0,0.0,464.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-10,0.0,0.0,0.0,0.0,63.36,0.0,0.0,-159.39,0.0,0.0,0.0,-99.99,507.57,313.6,1746.93,717.08,-67.08,0.0,-199.97,0.0,0.0,-99.99,533.06,197.87,1486.97,805.23,104.82,0.0,-0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72,76.19,-188.81,0.0,-483.74,-190.83,-135.68,0.0,-102.34,0.0,0.0,-183.15,0.0,-1010.51,-820.05,415.12,116.53,-288.37,0.0,-143.93,0.0,0.0,-851.96,-579.31,1162.64,848.01,1604.66,1371.41,465.71,852.0,806.76,1028.96,0.0,0.0,664.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.55,381.33,53.6,0.0,0.0,589.2,0.0,0.0,0.0,556.3,830.45,0.0,412.1,250.2,668.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04,17.85,248.1,-325.87,0.0,0.0,617.21,278.69,306.02,0.0,0.0,0.0,0.0,0.0,894.2,360.51,144.25,360.51,421.86,204.97,0.0,1152.56
2022-06-13,-243.57,-332.56,0.0,0.0,0.0,895.43,258.27,90.92,123.13,0.0,0.0,281.39,98.69,0.0,349.8,0.0,237.13,0.0,198.74,0.0,0.0,281.39,179.52,0.0,168.19,294.82,237.13,0.0,283.92,0.0,0.0,0.0,0.0,271.21,0.0,0.0,0.0,0.0,0.0,0.0,-996.58,0.0,-2.64,0.0,0.0,0.0,3.11,93.3,0.0,82.77,0.0,-103.52,-188.24,-7.37,11.5,261.91,-1432.14,0.0,-1287.86,0.0,0.0,-432.68,-668.66,0.0,254.45,-898.58,0.0,51.74,74.25,-528.16,33.7,26.41,-19.15,-2.03,-29.1,117.0,221.61,890.77,0.0,0.0,0.0,0.0,97.02,-20.22,-31.68,0.0,0.0,-199.64,-176.3,0.0,0.0,0.0,0.0,0.0,59.95,-462.46,-532.53,-329.87,-230.23,0.0,-299.46,0.0,0.0,-174.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.32,327.04,893.72,1623.77,1680.16,1956.85,1363.95,0.0,0.0,0.0,0.0,0.0,0.0,2172.77,0.0
2022-06-14,0.0,0.0,0.0,0.0,97.92,395.88,161.45,180.11,38.11,0.0,0.0,0.0,97.89,0.0,0.0,0.0,237.13,0.0,198.74,0.0,0.0,0.0,135.09,0.0,9.77,261.32,237.13,0.0,283.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,-69.0,243.19,584.41,39.64,0.0,-498.44,0.0,0.0,0.0,0.0,0.0,0.0,-199.95,0.0,0.0,0.0,0.0,0.0,0.0,-343.61,0.0,0.0,0.0,-230.18,0.0,-299.93,0.0,209.27,0.0,0.0,0.0,-272.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-15,133.86,213.37,124.02,260.37,0.0,394.66,149.46,-64.53,0.73,338.16,0.0,615.35,268.84,-101.15,1046.03,511.53,-336.84,0.0,-34.15,-887.81,0.0,615.35,20.27,-31.96,1051.02,702.0,-23.95,0.0,-48.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-340.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.45,29.0,131.97,-1017.32,1262.8,74.84,103.02,0.0,0.0,0.0,0.0,0.0,-30.6,0.0,0.0,0.0,0.0,0.0,-766.17,-857.29,-174.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.46,-5.04,-156.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.86,511.33,0.0,0.0,0.0,0.0,0.0,0.0,-519.95,-339.3,-339.3,-614.48,-380.75,309.06,58.15,61.22,28.61,-271.32,207.6,-197.9
2022-06-16,7.59,76.04,7.95,92.79,274.56,361.5,162.8,-15.06,7.73,0.0,0.0,0.0,-367.12,-718.63,348.56,262.95,237.96,0.0,0.0,0.0,0.0,0.0,170.51,-718.63,358.24,-396.7,237.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.52,79.0,178.45,827.5,162.58,74.84,39.69,209.98,0.0,0.0,0.0,-65.95,116.24,732.92,-176.02,-107.71,-72.01,57.67,866.65,629.83,115.31,567.07,366.58,336.15,768.77,1044.68,848.4,561.22,-166.32,-174.64,105.47,273.34,200.08,437.38,7.26,0.0,0.0,747.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-263.18,0.0,-155.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-17,0.0,0.0,0.0,0.0,0.0,-339.66,8.28,91.95,7.1,0.0,0.0,0.0,50.46,0.0,233.84,179.23,0.0,0.0,0.0,0.0,0.0,0.0,43.46,0.0,4.99,33.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22,-107.0,364.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-199.88,-176.32,0.0,0.0,0.0,0.0,0.0,-347.08,574.84,388.68,783.54,-46.36,-272.84,286.83,0.0,-166.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-520.73,-340.99,-340.99,-617.61,-378.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-20,0.0,0.0,0.0,0.0,0.0,-440.01,-339.39,-158.35,-93.55,0.0,0.0,0.0,78.68,-153.0,348.74,262.34,155.66,0.0,114.57,0.0,0.0,0.0,207.79,-84.05,353.73,295.98,205.31,0.0,164.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.73,0.0,0.0,0.0,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-174.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-21,120.75,137.33,83.21,159.27,40.32,284.14,160.69,-157.25,-33.9,0.0,0.0,0.0,-268.32,-147.93,-269.87,146.98,96.67,0.0,-121.42,0.0,0.0,0.0,-415.4,-69.71,-249.87,743.85,-199.24,0.0,-173.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.45,13.65,-2.03,18.42,182.0,381.8,0.0,31.97,0.0,16.82,0.0,0.0,0.0,0.0,0.0,116.53,732.78,705.05,0.0,0.0,0.0,303.85,9.89,237.35,582.16,249.73,165.11,766.9,1043.16,848.54,559.85,189.55,0.0,75.15,0.0,57.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.78
