date,AdvScal_eurusd_H1_SL17_EURUSD.a_H1_REALTICKS,AdvScalp_eurusd_H1_SL14_EURUSD.a_H1_REALTICKS,AdvScalp_eurusd_H1_SL18_EURUSD.a_H1_REALTICKS,AdvScalp_eurusd_H1_SL22_EURUSD.a_H1_REALTICKS,AdvScalp_gbpusd_H1_GBPUSD.a_H1_REALTICKS,AdvScalp_usdjpy_H1_SL22_USDJPY.a_H1_REALTICKS,AdvScalp_usdjpy_H1_SL30_USDJPY.a_H1_REALTICKS,AdvScalp_usdjpy_H4_SL14_USDJPY.a_H4_REALTICKS,AdvScalp_usdjpy_H4_SL17_USDJPY.a_H4_REALTICKS,BTC_Reaper_Aggr_1_H1_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_2_H1_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_3_H1_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_4_H1_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_5_H1_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_6_H1_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_7_H1_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_8_H1_BTCUSD.a_H1_OHLC,BTC_Reaper_Aggr_9_H1_BTCUSD.a_H1_OHLC,BitcoinReaper_10_H1_BTCUSD.a_H1_OHLC,BitcoinReaper_1_H1_BTCUSD.a_H1_OHLC,BitcoinReaper_2_H1_BTCUSD.a_H1_OHLC,BitcoinReaper_3_H1_BTCUSD.a_H1_OHLC,BitcoinReaper_4_H1_BTCUSD.a_H1_OHLC,BitcoinReaper_5_H1_BTCUSD.a_H1_OHLC,BitcoinReaper_6_H1_BTCUSD.a_H1_OHLC,BitcoinReaper_7_H1_BTCUSD.a_H1_OHLC,BitcoinReaper_8_H1_BTCUSD.a_H1_OHLC,BitcoinReaper_9_H1_BTCUSD.a_H1_OHLC,BitcoinScalpPro_a_H1_BTCUSD.a_H1_OHLC,DTP2_eurusd_a_EURUSD.a_Daily_OHLC,DTP2_eurusd_b_EURUSD.a_Daily_OHLC,DTP2_eurusd_c_EURUSD.a_Daily_OHLC,DTP2_eurusd_d_EURUSD.a_Daily_OHLC,DTP2_gbpusd_a_GBPUSD.a_Daily_OHLC,DaytradePro_AUDJPY_AUDJPY.a_Daily_OHLC,DaytradePro_AUDUSD_AUDUSD.a_Daily_OHLC,DaytradePro_CHFJPY_CHFJPY.a_Daily_OHLC,DaytradePro_EURAUD_EURAUD.a_Daily_OHLC,DaytradePro_EURJPY_EURJPY.a_Daily_OHLC,DaytradePro_EURNZD_EURNZD.a_Daily_OHLC,DaytradePro_EURUSD_EURUSD.a_Daily_OHLC,DaytradePro_GBPJPY_GBPJPY.a_Daily_OHLC,DaytradePro_GBPUSD_GBPUSD.a_Daily_OHLC,DaytradePro_NZDUSD_NZDUSD.a_Daily_OHLC,DaytradePro_USDCAD_USDCAD.a_Daily_OHLC,DaytradePro_USDJPY_USDJPY.a_Daily_OHLC,DaytradePro_XAUUSD_XAUUSD.a_Daily_OHLC,GOLDTRADEPROH4_b_XAUUSD.a_H4_REALTICKS,GOLDTRADEPRO_E_XAUUSD.a_Daily_REALTICKS,GOLDTRADEPRO_F_XAUUSD.a_Daily_REALTICKS,GOLDTRADEPRO_G_XAUUSD.a_Daily_REALTICKS,GOLDTRADEPRO_H_XAUUSD.a_Daily_REALTICKS,GOLDTRADEPRO_a_XAUUSD.a_Daily_REALTICKS,GOLDTRADEPRO_c_XAUUSD.a_Daily_OHLC,GOLDTRADEPRO_d_XAUUSD.a_Daily_OHLC,GoldBotOne_dailyA_XAUUSD.a_Daily_OHLC,GoldBotOne_dailyB_XAUUSD.a_Daily_OHLC,GoldBotOne_dailyC_XAUUSD.a_Daily_OHLC,GoldBotOne_dailyD_XAUUSD.a_Daily_OHLC,GoldBotOne_dailyE_XAUUSD.a_Daily_OHLC,GoldBotOne_dailyH_XAUUSD.a_Daily_OHLC,GoldBotOne_dailyI_XAUUSD.a_Daily_OHLC,GoldBotOne_dailyK_XAUUSD.a_Daily_OHLC,GoldPhantom_Gold_a_XAUUSD.a_Daily_OHLC,GoldPhantom_Gold_b_XAUUSD.a_Daily_OHLC,GoldPhantom_Gold_c_XAUUSD.a_Daily_OHLC,GoldReaper_strategy1_Daily_XAUUSD.a_Daily_OHLC,GoldReaper_strategy2_Daily_XAUUSD.a_Daily_OHLC,GoldReaper_strategy3_Daily_XAUUSD.a_Daily_OHLC,GoldReaper_strategy4_H4_XAUUSD.a_H4_OHLC,GoldReaper_strategy5_H1_XAUUSD.a_H1_OHLC,GoldReaper_strategy6_H1_XAUUSD.a_H1_OHLC,GoldReaper_strategy7_H1_XAUUSD.a_H1_OHLC,GoldReaper_strategy8_H1_XAUUSD.a_H1_OHLC,GoldReaper_strategy9_H1_XAUUSD.a_H1_OHLC,GoldScalp_H1_A_XAUUSD.a_H1_REALTICKS,GoldScalp_H1_B_XAUUSD.a_H1_REALTICKS,GoldScalp_H1_C_XAUUSD.a_H1_REALTICKS,Indicement_US100_1_H1_USTEC.a_H1_OHLC,Indicement_US100_2_H1_USTEC.a_H1_OHLC,Indicement_US100_3_H1_USTEC.a_H1_OHLC,Indicement_US100_4_H1_USTEC.a_H1_OHLC,Indicement_US30_1_Daily_US30.a_Daily_OHLC,Indicement_US30_2_Daily_US30.a_Daily_OHLC,Indicement_US30_3_Daily_US30.a_Daily_OHLC,Indicement_US30_4_Daily_US30.a_Daily_OHLC,Indicement_US500a_H1_US500.a_H1_OHLC,Indicement_US500b_M15_US500.a_M15_OHLC,Indicement_US500c_M15_US500.a_M15_OHLC,Indicement_US500d_H1_US500.a_H1_OHLC,Indicement_US500e_Daily_US500.a_Daily_OHLC,Indicement_US500f_Daily_US500.a_Daily_OHLC,ORBMASTER_DAX_M15_a_DE40.a_M15_OHLC,ORBMASTER_DAX_M15_c_DE40.a_M15_OHLC,ORBMASTER_DAX_M15_f_DE40.a_M15_OHLC,ORBMASTER_US30_M15_c_US30.a_M15_OHLC,ORBMASTER_US30_M15_f_US30.a_M15_OHLC,ORBMASTER_US30_M15_h_US30.a_M15_OHLC,ORBMASTER_US500_M15_a_US500.a_M15_OHLC,ORBMASTER_US500_M15_c_US500.a_M15_OHLC,ORBMASTER_US500_M15_d_US500.a_M15_OHLC,ORBMASTER_USTEC_M15_a_USTEC.a_M15_OHLC,ORBMASTER_USTEC_M15_e_USTEC.a_M15_OHLC,ORBMASTER_USTEC_M15_g_USTEC.a_M15_OHLC,OtherSets_nas100_H1_A_USTEC.a_H1_OHLC,OtherSets_nas100_H1_C_USTEC.a_H1_OHLC,OtherSets_nas100_H1_E_USTEC.a_H1_OHLC,OtherSets_nas100_H1_G_USTEC.a_H1_OHLC,OtherSets_nas100_H1_L_USTEC.a_H1_OHLC,VolatilityBreakout_EURUSD_e_EURUSD.a_M15_OHLC,VolatilityBreakout_EURUSD_f_EURUSD.a_M15_OHLC,VolatilityBreakout_EURUSD_i_EURUSD.a_M15_OHLC,VolatilityBreakout_EURUSD_k_EURUSD.a_M15_OHLC,VolatilityBreakout_EURUSD_l_EURUSD.a_M15_OHLC,VolatilityBreakout_EURUSD_m_EURUSD.a_M15_OHLC,VolatilityBreakout_EURUSD_o_EURUSD.a_M15_OHLC,VolatilityBreakout_H1_B_H1_BTCUSD.a_H1_OHLC,VolatilityBreakout_H1_C_H1_BTCUSD.a_H1_OHLC,VolatilityBreakout_H1_E_H1_BTCUSD.a_H1_OHLC,VolatilityBreakout_H1_F_H1_BTCUSD.a_H1_OHLC,VolatilityBreakout_H1_H_H1_BTCUSD.a_M15_OHLC,VolatilityBreakout_H1_J_H1_BTCUSD.a_M15_OHLC,VolatilityBreakout_H1_M_H1_BTCUSD.a_M15_OHLC,VolatilityBreakout_H1_O_H1_BTCUSD.a_M15_OHLC,VolatilityBreakout_M5_C_XAUUSD.a_M5_OHLC,VolatilityBreakout_M5_E_XAUUSD.a_M5_OHLC,VolatilityBreakout_M5_G_XAUUSD.a_M5_OHLC,VolatilityBreakout_M5_H_XAUUSD.a_M5_OHLC,VolatilityBreakout_NAS_VOL_M15_A_USTEC.a_M15_OHLC,VolatilityBreakout_NAS_VOL_M15_B_USTEC.a_M15_OHLC,VolatilityBreakout_NAS_VOL_M15_C_USTEC.a_M15_OHLC,VolatilityBreakout_NAS_VOL_M15_D_USTEC.a_M15_OHLC,VolatilityBreakout_NAS_VOL_M15_E_USTEC.a_M15_OHLC,VolatilityBreakout_US30_VOL_M15_a_US30.a_M15_OHLC,VolatilityBreakout_US30_VOL_M15_b_US30.a_M15_OHLC,VolatilityBreakout_US30_VOL_M15_c_US30.a_M15_OHLC,VolatilityBreakout_US30_VOL_M15_g_US30.a_M15_OHLC,VolatilityBreakout_VolUS500_a_M15_US500.a_M15_REALTICKS,VolatilityBreakout_VolUS500_c_M15_US500.a_M15_REALTICKS,VolatilityBreakout_VolUS500_g_M15_US500.a_M15_REALTICKS
2020-01-03,0.0,0.0,0.0,0.0,0.0,131.29,17.2,106.61,152.96,0.0,0.0,0.0,88.92,0.0,81.41,147.0,-101.43,0.0,-86.02,0.0,0.0,0.0,13.99,0.0,-62.38,477.29,-120.27,0.0,-123.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-390.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.47,0.0,0.0,0.0,0.0,0.0,1409.92,0.0,113.75,843.97,0.0,0.0,0.0,0.0,286.81,415.52,487.93,0.0,0.0,1091.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.69,0.0,261.31,0.0,0.0,-815.08,-362.56,223.12,647.57,-146.39,263.04,480.53,704.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.96,296.89,244.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.7,233.7,162.4,233.7,52.0,-115.06,-624.68,52.0,0.0,0.0,0.0,0.0,-557.46,0.0,0.0,0.0,-441.77,0.0,0.0,-14.01,-46.44,0.0,-294.49,164.11
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.9,-85.48,0.0,246.33,0.0,172.13,264.2,339.42,0.0,0.0,354.6,416.98,0.0,360.0,-209.08,220.2,264.2,199.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.12,381.19,0.0,-20.37,0.0,-21.0,0.0,-17.43,2237.25,844.29,848.81,2660.9,3448.49,2819.02,0.0,1134.32,911.62,1049.89,7075.94,7075.94,1280.17,1196.27,5624.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-616.14,149.18,-480.81,0.0,0.0,0.0,0.0,0.0,-22.04,0.0,0.0,0.0,0.0,0.0,379.31,961.05,80.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.91,0.0,-712.88,-255.78,-694.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.3,199.8,0.0,0.0,0.0,0.0,-232.34,-296.36,-137.68,0.0,-639.13,-484.28,-484.28,-762.46,-555.71,-578.32,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-109.4,92.09,0.0,0.0,0.0,152.06,0.0,-17.94,0.0,0.0,-143.2,234.98,0.0,10.34,33.82,476.53,0.0,-25.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.28,665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-256.58,-220.16,71.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-166.21,0.0,-73.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.2,589.8,90.4,0.0,922.14,0.0,0.0,0.0,0.0,0.0,-532.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-08,-239.43,73.77,41.87,90.02,71.04,544.93,171.93,234.25,18.24,0.0,0.0,0.0,34.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.25,55.05,52.38,26.68,-4.83,81.36,740.0,635.78,1475.18,83.74,-472.69,33.37,939.31,443.46,-84.67,630.02,321.5,638.01,0.0,0.0,231.62,-281.05,172.79,83.03,26.48,91.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.38,-760.93,-4382.55,-663.88,-34.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.9,292.8,373.8,225.1,197.93,0.0,0.0,844.74,0.0,366.14,0.0,-168.6,-44.61,-44.61,-201.73,264.12,702.64,0.0,0.0,0.0,0.0,-335.69,1253.41
2020-01-09,0.0,0.0,0.0,0.0,353.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.63,0.0,0.0,0.0,0.0,0.0,-122.39,0.0,0.0,0.0,3.49,0.0,10.04,-175.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.32,99.0,211.65,0.0,0.0,0.0,0.0,0.0,98.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,216.8,263.55,0.0,0.0,450.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.77,-174.58,349.76,168.91,238.3,0.0,-36.7,0.0,0.0,0.0,178.41,-355.13,354.74,-175.38,238.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-766.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.76,622.86,-25.09,0.0,0.0,0.0,135.74,0.0,0.0,0.0,-156.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.6,0.0,0.0,0.0,0.0,0.0,-228.15,0.0,-140.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-13,0.0,0.0,0.0,0.0,59.52,0.0,0.0,115.36,108.9,0.0,0.0,0.0,-70.48,0.0,0.0,119.94,238.3,0.0,199.89,0.0,0.0,0.0,56.0,0.0,10.02,-305.91,238.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-166.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-14,0.0,0.0,0.0,0.0,28.8,0.0,0.0,0.0,0.0,23.9,-15.1,34.3,325.96,-12.62,586.29,316.62,-4.83,295.9,5.91,23.9,-7.0,34.3,449.71,-33.18,364.95,823.62,96.38,295.9,16.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.96,285.1,-356.13,0.0,-271.89,0.0,0.0,0.0,0.0,0.0,0.0,99.94,282.42,13.48,-2.42,206.64,1683.0,973.59,114.88,0.0,881.65,589.54,641.42,0.0,0.0,0.0,-100.91,108.4,-199.82,-176.31,0.0,0.0,0.0,331.6,674.33,279.77,0.0,0.0,0.0,-230.51,-272.3,-299.73,0.0,0.0,491.58,110.83,48.42,61.2,163.18,650.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.7,-356.8,-146.1,-119.3,475.4,774.55,992.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-15,126.27,144.14,91.69,164.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.0,-112.17,0.0,0.0,0.0,-395.12,0.0,-199.57,0.0,0.0,-81.3,-24.45,0.0,9.97,-452.48,-242.49,0.0,-285.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-615.78,0.0,0.0,-941.1,0.0,0.0,0.0,-723.7,0.0,0.0,0.0,0.0,-5.48,0.0,0.0,0.0,-663.08,0.0,-499.07,0.0,0.0,0.0,-240.95,-30.87,-306.74,0.0,-176.34,84.22,0.0,0.0,0.0,0.0,-184.88,0.0,349.46,200.36,0.0,0.0,0.0,0.0,-166.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,165.08,36.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.64,-41.0,135.29,0.0,-1262.97,0.0,33.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-426.87,-41.8,0.0,-15.99,-54.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-17,7.59,14.75,6.89,18.0,0.0,11.72,11.53,-18.49,10.54,270.3,63.0,118.0,105.74,799.75,349.95,0.0,238.38,332.0,199.57,137.7,71.7,118.0,279.72,799.75,359.91,526.2,238.38,332.0,285.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1015.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.82,26.67,13.48,-2.42,25.02,142.0,449.86,-1013.99,0.0,0.0,587.96,642.89,0.0,0.0,0.0,0.0,0.0,-199.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-230.65,0.0,-299.85,514.4,0.0,0.0,149.99,278.68,389.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-20,0.0,0.0,6.89,34.62,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,217.18,799.32,349.8,460.87,238.23,0.0,199.89,288.0,0.0,0.0,182.22,799.32,173.65,494.66,238.23,0.0,285.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-622.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.01,0.0,-121.8,-0.72,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.61,624.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.17,-31.89,0.0,0.0,0.0,78.04,-121.7,-180.35,263.43,-106.45,0.0,-80.3,0.0,0.0,0.0,10.59,-52.58,252.16,88.25,-68.93,0.0,-114.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.5,0.0,-52.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.67,0.0,533.16,13.48,-45.96,165.7,1443.0,-179.28,0.0,-94.25,74.65,-312.28,0.0,0.0,0.0,0.0,0.0,-495.21,0.0,0.0,0.0,0.0,-166.2,-198.46,-147.99,-369.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.9,-479.07,0.0,-70.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.6,245.3,158.0,254.0,84.32,225.55,467.12,49.8,-227.89,-288.75,-140.24,-524.55,0.0,-345.99,-345.99,0.0,-380.42,0.0,0.0,9.11,0.0,0.0,0.0,0.0
2020-01-22,-239.43,-325.75,-38.69,-281.16,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.54,0.0,0.0,0.0,-139.8,0.0,-79.43,0.0,0.0,0.0,-168.33,0.0,4.97,-468.87,-300.16,0.0,-113.53,0.0,0.0,0.0,0.0,0.0,0.0,79.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.88,0.0,0.0,0.0,0.0,0.0,0.0,243.14,0.0,0.0,0.0,0.0,116.4,0.0,0.0,0.0,0.0,87.9,-813.11,-901.91,-182.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-333.1,-175.97,-402.58,-256.64,181.61,-80.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-522.3,0.0,0.0,-626.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.48,10.6,538.9,440.2,0.0,23.27,-4.14,349.7,263.2,10.18,0.0,199.03,538.9,448.9,0.0,9.1,65.68,349.7,317.54,60.4,0.0,284.51,67.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-401.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.76,-48.06,0.0,-56.69,-45.44,602.0,145.25,104.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.86,0.0,0.0,-194.83,-296.26,24.0,0.0,0.0,-182.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-510.19,-335.92,-335.92,-614.12,-369.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,0.0,0.0,0.0,0.0,794.88,54.77,13.32,-17.26,-41.37,0.0,0.0,0.0,111.28,0.0,0.0,0.0,-218.62,0.0,-199.04,0.0,0.0,0.0,98.85,0.0,9.94,-255.71,-119.34,0.0,-283.93,-315.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.17,0.0,0.0,0.0,0.0,329.35,152.76,0.0,839.4,0.0,0.0,0.0,0.0,-8.96,284.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.47,187.67,804.74,278.91,-39.1,458.5,58.95,-226.0,512.94,0.0,-345.14,84.29,-33.82,343.02,0.0,0.0,0.0,0.0,-189.21,0.0,0.0,-98.15,-431.5,-332.9,643.53,451.21,431.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.1,-280.8,-323.69,-783.19,125.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,162.6,249.0,240.79,204.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.41,0.0,0.0,0.0
