ea_id,strategy,family,symbol,timeframe,force_symbol,run_strategy,balance,risk_pct_target,hist_max_dd,lot_step,net_profit,realized_dd,realized_dd_pct,equity_dd_pct,trades,first_trade,last_trade,win_rate_pct,hist_max_loss_streak,hist_max_loss_streak_days,hist_max_streak_cost,hist_avg_loss_streak,hist_max_win_streak,largest_single_loss,dd_vs_target,report_path
BTC_Reaper_Aggr_3_H1_BTCUSD.a_H1_REALTICKS,BTC_Reaper_Aggr_3_H1,Bitcoin Reaper Aggressive,BTCUSD.a,H1,BTCUSD.a,1,100000,5.0,50.0,1000.0,-682.52,1558.95,1.56,1.81,74,2026-05-01 15:39:05,2026-08-11 17:52:49,33.8,6,7,600.62,2.72,3,140.74,0.31,C:\BulkBackTest\Proxy_3m_RealTicks\reports\BTC_Reaper_Aggr_3_H1_BTCUSD.a_H1_REALTICKS.htm
BTC_Reaper_Aggr_4_H1_BTCUSD.a_H1_REALTICKS,BTC_Reaper_Aggr_4_H1,Bitcoin Reaper Aggressive,BTCUSD.a,H1,BTCUSD.a,1,100000,5.0,285.0,5700.0,-3423.54,3823.2,3.81,3.91,542,2026-05-01 04:58:31,2026-08-12 23:58:59,81.4,6,7,999.24,1.46,25,184.66,0.76,C:\BulkBackTest\Proxy_3m_RealTicks\reports\BTC_Reaper_Aggr_4_H1_BTCUSD.a_H1_REALTICKS.htm
BTC_Reaper_Aggr_5_H1_BTCUSD.a_H1_REALTICKS,BTC_Reaper_Aggr_5_H1,Bitcoin Reaper Aggressive,BTCUSD.a,H1,BTCUSD.a,1,100000,5.0,130.0,2600.0,2252.88,1350.75,1.34,1.58,58,2026-05-01 16:53:19,2026-08-11 12:47:54,46.6,5,3,1350.75,2.21,5,386.08,0.27,C:\BulkBackTest\Proxy_3m_RealTicks\reports\BTC_Reaper_Aggr_5_H1_BTCUSD.a_H1_REALTICKS.htm
BTC_Reaper_Aggr_6_H1_BTCUSD.a_H1_REALTICKS,BTC_Reaper_Aggr_6_H1,Bitcoin Reaper Aggressive,BTCUSD.a,H1,BTCUSD.a,1,100000,5.0,100.0,2000.0,-1729.76,4744.9,4.71,4.95,328,2026-05-01 05:02:27,2026-08-12 23:58:59,11.6,41,12,1985.33,9.63,3,287.9,0.94,C:\BulkBackTest\Proxy_3m_RealTicks\reports\BTC_Reaper_Aggr_6_H1_BTCUSD.a_H1_REALTICKS.htm
BTC_Reaper_Aggr_7_H1_BTCUSD.a_H1_REALTICKS,BTC_Reaper_Aggr_7_H1,Bitcoin Reaper Aggressive,BTCUSD.a,H1,BTCUSD.a,1,100000,5.0,148.0,2960.0,-1965.34,2564.3,2.55,2.77,278,2026-05-01 05:02:27,2026-08-12 17:15:30,14.4,30,7,1504.27,8.07,5,256.09,0.51,C:\BulkBackTest\Proxy_3m_RealTicks\reports\BTC_Reaper_Aggr_7_H1_BTCUSD.a_H1_REALTICKS.htm
BTC_Reaper_Aggr_8_H1_BTCUSD.a_H1_REALTICKS,BTC_Reaper_Aggr_8_H1,Bitcoin Reaper Aggressive,BTCUSD.a,H1,BTCUSD.a,1,100000,5.0,151.0,3020.0,-1248.09,3018.64,2.99,3.05,157,2026-05-01 06:19:50,2026-08-12 16:31:47,34.4,12,8,2043.95,3.32,4,322.37,0.6,C:\BulkBackTest\Proxy_3m_RealTicks\reports\BTC_Reaper_Aggr_8_H1_BTCUSD.a_H1_REALTICKS.htm
BTC_Reaper_Aggr_9_H1_BTCUSD.a_H1_REALTICKS,BTC_Reaper_Aggr_9_H1,Bitcoin Reaper Aggressive,BTCUSD.a,H1,BTCUSD.a,1,100000,5.0,50.0,1000.0,925.24,2391.92,2.33,2.73,26,2026-05-01 16:04:50,2026-08-10 18:24:29,69.2,2,2,1586.21,1.33,6,804.98,0.47,C:\BulkBackTest\Proxy_3m_RealTicks\reports\BTC_Reaper_Aggr_9_H1_BTCUSD.a_H1_REALTICKS.htm
BitcoinReaper_10_H1_BTCUSD.a_H1_REALTICKS,BitcoinReaper_10_H1,Bitcoin Reaper,BTCUSD.a,H1,BTCUSD.a,1,100000,5.0,50.0,1000.0,1611.86,1147.35,1.14,1.25,108,2026-05-01 06:19:48,2026-08-11 21:33:40,41.7,7,9,698.0,2.42,4,227.51,0.23,C:\BulkBackTest\Proxy_3m_RealTicks\reports\BitcoinReaper_10_H1_BTCUSD.a_H1_REALTICKS.htm
BitcoinReaper_1_H1_BTCUSD.a_H1_REALTICKS,BitcoinReaper_1_H1,Bitcoin Reaper,BTCUSD.a,H1,BTCUSD.a,1,100000,5.0,54.0,1080.0,6958.36,1966.02,1.8,2.13,30,2026-05-01 16:53:19,2026-08-12 16:41:11,76.7,1,2,904.8,1.0,14,904.8,0.36,C:\BulkBackTest\Proxy_3m_RealTicks\reports\BitcoinReaper_1_H1_BTCUSD.a_H1_REALTICKS.htm
BitcoinReaper_2_H1_BTCUSD.a_H1_REALTICKS,BitcoinReaper_2_H1,Bitcoin Reaper,BTCUSD.a,H1,BTCUSD.a,1,100000,5.0,40.0,800.0,-499.91,1391.6,1.38,1.88,24,2026-05-01 16:34:01,2026-08-10 16:37:07,16.7,7,7,1391.6,5.0,1,218.42,0.28,C:\BulkBackTest\Proxy_3m_RealTicks\reports\BitcoinReaper_2_H1_BTCUSD.a_H1_REALTICKS.htm
BitcoinReaper_3_H1_BTCUSD.a_H1_REALTICKS,BitcoinReaper_3_H1,Bitcoin Reaper,BTCUSD.a,H1,BTCUSD.a,1,100000,5.0,50.0,1000.0,-1853.97,2933.64,2.93,3.16,74,2026-05-01 16:00:05,2026-08-11 17:52:49,17.6,21,16,2353.79,5.08,2,153.4,0.59,C:\BulkBackTest\Proxy_3m_RealTicks\reports\BitcoinReaper_3_H1_BTCUSD.a_H1_REALTICKS.htm
BitcoinReaper_4_H1_BTCUSD.a_H1_REALTICKS,BitcoinReaper_4_H1,Bitcoin Reaper,BTCUSD.a,H1,BTCUSD.a,1,100000,5.0,285.0,5700.0,-4520.0,5121.01,5.09,5.13,537,2026-05-01 05:02:12,2026-08-12 23:58:59,69.8,7,5,1012.79,1.98,17,212.46,1.02,C:\BulkBackTest\Proxy_3m_RealTicks\reports\BitcoinReaper_4_H1_BTCUSD.a_H1_REALTICKS.htm
BitcoinReaper_5_H1_BTCUSD.a_H1_REALTICKS,BitcoinReaper_5_H1,Bitcoin Reaper,BTCUSD.a,H1,BTCUSD.a,1,100000,5.0,130.0,2600.0,359.66,2169.84,2.16,2.4,58,2026-05-01 16:53:19,2026-08-11 12:30:35,44.8,7,4,1550.26,2.13,3,386.08,0.43,C:\BulkBackTest\Proxy_3m_RealTicks\reports\BitcoinReaper_5_H1_BTCUSD.a_H1_REALTICKS.htm
BitcoinReaper_6_H1_BTCUSD.a_H1_REALTICKS,BitcoinReaper_6_H1,Bitcoin Reaper,BTCUSD.a,H1,BTCUSD.a,1,100000,5.0,100.0,2000.0,-991.75,4657.64,4.5,5.11,325,2026-05-01 05:02:27,2026-08-12 23:58:59,54.5,10,8,2081.5,2.18,10,297.74,0.9,C:\BulkBackTest\Proxy_3m_RealTicks\reports\BitcoinReaper_6_H1_BTCUSD.a_H1_REALTICKS.htm
BitcoinReaper_7_H1_BTCUSD.a_H1_REALTICKS,BitcoinReaper_7_H1,Bitcoin Reaper,BTCUSD.a,H1,BTCUSD.a,1,100000,5.0,148.0,2960.0,-1294.58,3615.48,3.58,3.68,278,2026-05-01 06:19:52,2026-08-12 18:07:30,58.6,6,6,1515.15,1.69,6,280.07,0.72,C:\BulkBackTest\Proxy_3m_RealTicks\reports\BitcoinReaper_7_H1_BTCUSD.a_H1_REALTICKS.htm
BitcoinReaper_8_H1_BTCUSD.a_H1_REALTICKS,BitcoinReaper_8_H1,Bitcoin Reaper,BTCUSD.a,H1,BTCUSD.a,1,100000,5.0,151.0,3020.0,-1065.48,3678.22,3.58,3.98,157,2026-05-01 06:19:50,2026-08-12 16:31:47,38.9,12,8,2392.69,2.82,4,320.57,0.72,C:\BulkBackTest\Proxy_3m_RealTicks\reports\BitcoinReaper_8_H1_BTCUSD.a_H1_REALTICKS.htm
BitcoinReaper_9_H1_BTCUSD.a_H1_REALTICKS,BitcoinReaper_9_H1,Bitcoin Reaper,BTCUSD.a,H1,BTCUSD.a,1,100000,5.0,50.0,1000.0,1343.65,2391.92,2.32,2.72,26,2026-05-01 16:04:50,2026-08-10 18:24:29,73.1,2,2,1586.21,1.4,6,804.98,0.46,C:\BulkBackTest\Proxy_3m_RealTicks\reports\BitcoinReaper_9_H1_BTCUSD.a_H1_REALTICKS.htm
BitcoinScalpPro_a_H1_BTCUSD.a_H1_REALTICKS,BitcoinScalpPro_a_H1,Bitcoin Scalp Pro,BTCUSD.a,H1,BTCUSD.a,1,100000,5.0,35.0,700.0,1813.78,1951.94,1.94,2.09,115,2026-05-01 06:19:48,2026-08-11 21:33:40,40.9,13,6,1891.94,2.72,6,323.3,0.39,C:\BulkBackTest\Proxy_3m_RealTicks\reports\BitcoinScalpPro_a_H1_BTCUSD.a_H1_REALTICKS.htm
DTP2_eurusd_a_EURUSD.a_Daily_REALTICKS,DTP2_eurusd_a,Daytrade Pro 2,EURUSD.a,Daily,EURUSD.a,1,100000,5.0,300.0,6000.0,459.96,564.54,0.56,0.53,9,2026-06-05 17:19:14,2026-08-12 23:58:57,77.8,2,2,562.3,2.0,5,282.55,0.11,C:\BulkBackTest\Proxy_3m_RealTicks\reports\DTP2_eurusd_a_EURUSD.a_Daily_REALTICKS.htm
DTP2_eurusd_b_EURUSD.a_Daily_REALTICKS,DTP2_eurusd_b,Daytrade Pro 2,EURUSD.a,Daily,EURUSD.a,1,100000,5.0,75.0,1500.0,786.76,4.62,0.0,0.41,2,2026-06-24 04:04:05,2026-06-24 11:14:22,100.0,0,0,-0.0,0.0,2,0.0,,C:\BulkBackTest\Proxy_3m_RealTicks\reports\DTP2_eurusd_b_EURUSD.a_Daily_REALTICKS.htm
DTP2_eurusd_c_EURUSD.a_Daily_REALTICKS,DTP2_eurusd_c,Daytrade Pro 2,EURUSD.a,Daily,EURUSD.a,1,100000,5.0,100.0,2000.0,596.04,3.5,0.0,0.31,2,2026-06-24 04:04:05,2026-06-24 11:14:22,100.0,0,0,-0.0,0.0,2,0.0,,C:\BulkBackTest\Proxy_3m_RealTicks\reports\DTP2_eurusd_c_EURUSD.a_Daily_REALTICKS.htm
DTP2_eurusd_d_EURUSD.a_Daily_REALTICKS,DTP2_eurusd_d,Daytrade Pro 2,EURUSD.a,Daily,EURUSD.a,1,100000,5.0,75.0,1500.0,786.76,4.62,0.0,0.41,2,2026-06-24 04:04:05,2026-06-24 11:14:22,100.0,0,0,-0.0,0.0,2,0.0,,C:\BulkBackTest\Proxy_3m_RealTicks\reports\DTP2_eurusd_d_EURUSD.a_Daily_REALTICKS.htm
DTP2_gbpusd_a_GBPUSD.a_Daily_REALTICKS,DTP2_gbpusd_a,Daytrade Pro 2,GBPUSD.a,Daily,GBPUSD.a,1,100000,5.0,79.0,1580.0,-911.59,1260.8,1.26,1.35,2,2026-06-18 12:01:51,2026-07-02 11:06:17,50.0,1,1,1258.59,1.0,1,1258.59,0.25,C:\BulkBackTest\Proxy_3m_RealTicks\reports\DTP2_gbpusd_a_GBPUSD.a_Daily_REALTICKS.htm
DaytradePro_AUDUSD_AUDUSD.a_Daily_REALTICKS,DaytradePro_AUDUSD,Daytrade Pro,AUDUSD.a,Daily,AUDUSD.a,1,100000,5.0,70.0,1400.0,-1008.71,1394.52,1.39,1.38,6,2026-05-19 17:24:32,2026-08-12 15:41:03,83.3,1,1,1392.03,1.0,4,1392.03,0.28,C:\BulkBackTest\Proxy_3m_RealTicks\reports\DaytradePro_AUDUSD_AUDUSD.a_Daily_REALTICKS.htm
DaytradePro_CHFJPY_CHFJPY.a_Daily_REALTICKS,DaytradePro_CHFJPY,Daytrade Pro,CHFJPY.a,Daily,CHFJPY.a,1,100000,5.0,208.0,4160.0,-259.92,379.75,0.38,0.41,2,2026-06-18 11:51:29,2026-07-06 11:01:51,50.0,1,1,378.91,1.0,1,378.91,0.08,C:\BulkBackTest\Proxy_3m_RealTicks\reports\DaytradePro_CHFJPY_CHFJPY.a_Daily_REALTICKS.htm
DaytradePro_EURAUD_EURAUD.a_Daily_REALTICKS,DaytradePro_EURAUD,Daytrade Pro,EURAUD.a,Daily,EURAUD.a,1,100000,5.0,100.0,2000.0,-662.91,662.91,0.66,0.76,2,2026-05-19 05:15:26,2026-07-22 15:52:10,0.0,2,2,659.41,2.0,0,615.81,0.13,C:\BulkBackTest\Proxy_3m_RealTicks\reports\DaytradePro_EURAUD_EURAUD.a_Daily_REALTICKS.htm
DaytradePro_EURJPY_EURJPY.a_Daily_REALTICKS,DaytradePro_EURJPY,Daytrade Pro,EURJPY.a,Daily,EURJPY.a,1,100000,5.0,130.0,2600.0,-1458.45,1458.45,1.46,1.72,5,2026-06-30 03:52:05,2026-08-04 22:04:21,0.0,5,4,1451.8,5.0,0,313.72,0.29,C:\BulkBackTest\Proxy_3m_RealTicks\reports\DaytradePro_EURJPY_EURJPY.a_Daily_REALTICKS.htm
DaytradePro_EURNZD_EURNZD.a_Daily_REALTICKS,DaytradePro_EURNZD,Daytrade Pro,EURNZD.a,Daily,EURNZD.a,1,100000,5.0,137.0,2740.0,88.06,467.82,0.47,1.18,8,2026-05-06 06:08:11,2026-08-12 23:58:58,87.5,1,1,466.56,1.0,7,466.56,0.09,C:\BulkBackTest\Proxy_3m_RealTicks\reports\DaytradePro_EURNZD_EURNZD.a_Daily_REALTICKS.htm
DaytradePro_EURUSD_EURUSD.a_Daily_REALTICKS,DaytradePro_EURUSD,Daytrade Pro,EURUSD.a,Daily,EURUSD.a,1,100000,5.0,150.0,3000.0,3593.31,162.74,0.16,1.1,24,2026-05-15 13:52:15,2026-07-30 18:00:17,83.3,4,1,153.46,4.0,16,46.39,0.03,C:\BulkBackTest\Proxy_3m_RealTicks\reports\DaytradePro_EURUSD_EURUSD.a_Daily_REALTICKS.htm
DaytradePro_GBPJPY_GBPJPY.a_Daily_REALTICKS,DaytradePro_GBPJPY,Daytrade Pro,GBPJPY.a,Daily,GBPJPY.a,1,100000,5.0,105.0,2100.0,73.97,1031.7,1.02,1.71,4,2026-07-15 18:50:29,2026-08-06 18:36:43,50.0,2,2,1028.4,2.0,2,579.58,0.2,C:\BulkBackTest\Proxy_3m_RealTicks\reports\DaytradePro_GBPJPY_GBPJPY.a_Daily_REALTICKS.htm
DaytradePro_GBPUSD_GBPUSD.a_Daily_REALTICKS,DaytradePro_GBPUSD,Daytrade Pro,GBPUSD.a,Daily,GBPUSD.a,1,100000,5.0,200.0,4000.0,-2063.0,2063.0,2.06,2.61,9,2026-06-18 04:33:40,2026-08-12 23:58:59,0.0,9,3,2055.08,9.0,0,594.13,0.41,C:\BulkBackTest\Proxy_3m_RealTicks\reports\DaytradePro_GBPUSD_GBPUSD.a_Daily_REALTICKS.htm
DaytradePro_NZDUSD_NZDUSD.a_Daily_REALTICKS,DaytradePro_NZDUSD,Daytrade Pro,NZDUSD.a,Daily,NZDUSD.a,1,100000,5.0,50.0,1000.0,460.85,10.5,0.01,3.56,5,2026-05-06 11:42:28,2026-08-03 00:14:21,100.0,0,0,-0.0,0.0,5,0.0,0.0,C:\BulkBackTest\Proxy_3m_RealTicks\reports\DaytradePro_NZDUSD_NZDUSD.a_Daily_REALTICKS.htm
DaytradePro_USDCAD_USDCAD.a_Daily_REALTICKS,DaytradePro_USDCAD,Daytrade Pro,USDCAD.a,Daily,USDCAD.a,1,100000,5.0,58.0,1160.0,545.5,3.01,0.0,0.56,3,2026-06-11 17:07:47,2026-08-07 15:30:37,100.0,0,0,-0.0,0.0,3,0.0,,C:\BulkBackTest\Proxy_3m_RealTicks\reports\DaytradePro_USDCAD_USDCAD.a_Daily_REALTICKS.htm
DaytradePro_USDJPY_USDJPY.a_Daily_REALTICKS,DaytradePro_USDJPY,Daytrade Pro,USDJPY.a,Daily,USDJPY.a,1,100000,5.0,223.0,4460.0,670.89,3.04,0.0,0.21,4,2026-07-01 06:34:28,2026-07-30 16:38:48,75.0,1,1,2.27,1.0,3,2.27,,C:\BulkBackTest\Proxy_3m_RealTicks\reports\DaytradePro_USDJPY_USDJPY.a_Daily_REALTICKS.htm
DaytradePro_XAUUSD_XAUUSD.a_Daily_REALTICKS,DaytradePro_XAUUSD,Daytrade Pro,XAUUSD.a,Daily,XAUUSD.a,1,100000,5.0,220.0,4400.0,1743.66,327.81,0.33,0.52,16,2026-05-04 18:28:38,2026-08-11 03:04:54,81.2,1,2,302.61,1.0,10,302.61,0.07,C:\BulkBackTest\Proxy_3m_RealTicks\reports\DaytradePro_XAUUSD_XAUUSD.a_Daily_REALTICKS.htm
GOLDTRADEPROH4_b_XAUUSD.a_H4_REALTICKS,GOLDTRADEPROH4_b,Gold Trade Pro,XAUUSD.a,H4,XAUUSD.a,1,100000,5.0,90.0,1800.0,858.63,2880.27,2.88,3.83,22,2026-05-05 14:37:03,2026-08-06 16:09:28,31.8,8,8,2176.26,3.0,3,909.88,0.58,C:\BulkBackTest\Proxy_3m_RealTicks\reports\GOLDTRADEPROH4_b_XAUUSD.a_H4_REALTICKS.htm
GOLDTRADEPRO_E_XAUUSD.a_Daily_REALTICKS,GOLDTRADEPRO_E,Gold Trade Pro,XAUUSD.a,Daily,XAUUSD.a,1,100000,5.0,40.0,800.0,364.33,121.24,0.12,1.5,6,2026-05-18 03:59:00,2026-06-30 04:09:12,50.0,1,1,120.29,1.0,2,120.29,0.02,C:\BulkBackTest\Proxy_3m_RealTicks\reports\GOLDTRADEPRO_E_XAUUSD.a_Daily_REALTICKS.htm
GOLDTRADEPRO_F_XAUUSD.a_Daily_REALTICKS,GOLDTRADEPRO_F,Gold Trade Pro,XAUUSD.a,Daily,XAUUSD.a,1,100000,5.0,60.0,1200.0,-1830.41,1830.41,1.83,1.95,6,2026-05-05 10:36:41,2026-06-30 09:24:22,33.3,2,2,1610.32,1.33,1,825.41,0.37,C:\BulkBackTest\Proxy_3m_RealTicks\reports\GOLDTRADEPRO_F_XAUUSD.a_Daily_REALTICKS.htm
GOLDTRADEPRO_G_XAUUSD.a_Daily_REALTICKS,GOLDTRADEPRO_G,Gold Trade Pro,XAUUSD.a,Daily,XAUUSD.a,1,100000,5.0,40.0,800.0,1528.79,859.93,0.86,1.63,9,2026-05-05 04:02:43,2026-06-30 04:20:00,44.4,3,2,856.77,1.67,2,356.21,0.17,C:\BulkBackTest\Proxy_3m_RealTicks\reports\GOLDTRADEPRO_G_XAUUSD.a_Daily_REALTICKS.htm
GOLDTRADEPRO_H_XAUUSD.a_Daily_REALTICKS,GOLDTRADEPRO_H,Gold Trade Pro,XAUUSD.a,Daily,XAUUSD.a,1,100000,5.0,50.0,1000.0,464.26,1312.11,1.31,1.58,8,2026-05-05 10:02:11,2026-08-05 19:02:24,37.5,4,4,1309.19,2.5,2,595.81,0.26,C:\BulkBackTest\Proxy_3m_RealTicks\reports\GOLDTRADEPRO_H_XAUUSD.a_Daily_REALTICKS.htm
GOLDTRADEPRO_a_XAUUSD.a_Daily_REALTICKS,GOLDTRADEPRO_a,Gold Trade Pro,XAUUSD.a,Daily,XAUUSD.a,1,100000,5.0,60.0,1200.0,5763.07,4347.81,4.35,4.94,18,2026-05-06 03:00:03,2026-08-11 08:30:04,61.1,5,3,3331.75,2.33,5,1052.77,0.87,C:\BulkBackTest\Proxy_3m_RealTicks\reports\GOLDTRADEPRO_a_XAUUSD.a_Daily_REALTICKS.htm
GOLDTRADEPRO_c_XAUUSD.a_Daily_REALTICKS,GOLDTRADEPRO_c,Gold Trade Pro,XAUUSD.a,Daily,XAUUSD.a,1,100000,5.0,40.0,800.0,1457.4,1517.27,1.52,2.42,6,2026-05-18 06:44:23,2026-06-30 07:33:12,50.0,1,1,1497.1,1.0,2,1497.1,0.3,C:\BulkBackTest\Proxy_3m_RealTicks\reports\GOLDTRADEPRO_c_XAUUSD.a_Daily_REALTICKS.htm
GOLDTRADEPRO_d_XAUUSD.a_Daily_REALTICKS,GOLDTRADEPRO_d,Gold Trade Pro,XAUUSD.a,Daily,XAUUSD.a,1,100000,5.0,100.0,2000.0,2241.14,747.25,0.75,1.14,13,2026-05-05 15:23:48,2026-08-11 04:49:09,46.2,2,2,714.86,1.75,3,643.16,0.15,C:\BulkBackTest\Proxy_3m_RealTicks\reports\GOLDTRADEPRO_d_XAUUSD.a_Daily_REALTICKS.htm
GoldBotOne_dailyA_XAUUSD.a_Daily_REALTICKS,GoldBotOne_dailyA,Goldbot One,XAUUSD.a,Daily,XAUUSD.a,1,100000,5.0,38.0,760.0,1482.99,1634.36,1.63,1.98,9,2026-05-05 04:13:24,2026-08-05 16:59:21,44.4,3,2,1630.26,2.5,4,1080.97,0.33,C:\BulkBackTest\Proxy_3m_RealTicks\reports\GoldBotOne_dailyA_XAUUSD.a_Daily_REALTICKS.htm
GoldBotOne_dailyB_XAUUSD.a_Daily_REALTICKS,GoldBotOne_dailyB,Goldbot One,XAUUSD.a,Daily,XAUUSD.a,1,100000,5.0,75.0,1500.0,-406.7,1403.38,1.39,3.07,6,2026-05-18 03:49:06,2026-06-30 09:27:16,83.3,1,1,1402.29,1.0,5,1402.29,0.28,C:\BulkBackTest\Proxy_3m_RealTicks\reports\GoldBotOne_dailyB_XAUUSD.a_Daily_REALTICKS.htm
GoldBotOne_dailyC_XAUUSD.a_Daily_REALTICKS,GoldBotOne_dailyC,Goldbot One,XAUUSD.a,Daily,XAUUSD.a,1,100000,5.0,27.0,540.0,-315.81,490.1,0.49,0.53,7,2026-05-04 19:09:38,2026-06-30 04:07:27,57.1,3,3,483.93,3.0,4,185.9,0.1,C:\BulkBackTest\Proxy_3m_RealTicks\reports\GoldBotOne_dailyC_XAUUSD.a_Daily_REALTICKS.htm
GoldBotOne_dailyD_XAUUSD.a_Daily_REALTICKS,GoldBotOne_dailyD,Goldbot One,XAUUSD.a,Daily,XAUUSD.a,1,100000,5.0,38.0,760.0,1681.77,828.39,0.81,1.66,6,2026-05-18 03:48:16,2026-06-30 04:20:00,83.3,1,1,826.25,1.0,5,826.25,0.16,C:\BulkBackTest\Proxy_3m_RealTicks\reports\GoldBotOne_dailyD_XAUUSD.a_Daily_REALTICKS.htm
GoldBotOne_dailyE_XAUUSD.a_Daily_REALTICKS,GoldBotOne_dailyE,Goldbot One,XAUUSD.a,Daily,XAUUSD.a,1,100000,5.0,25.0,500.0,7732.87,2086.67,2.0,4.05,12,2026-05-04 19:19:07,2026-08-05 08:38:56,33.3,4,4,2071.04,2.0,1,1042.65,0.4,C:\BulkBackTest\Proxy_3m_RealTicks\reports\GoldBotOne_dailyE_XAUUSD.a_Daily_REALTICKS.htm
GoldBotOne_dailyH_XAUUSD.a_Daily_REALTICKS,GoldBotOne_dailyH,Goldbot One,XAUUSD.a,Daily,XAUUSD.a,1,100000,5.0,69.0,1380.0,1436.95,819.6,0.82,0.95,16,2026-05-04 21:19:14,2026-08-10 22:23:00,68.8,3,2,817.7,1.67,10,817.7,0.16,C:\BulkBackTest\Proxy_3m_RealTicks\reports\GoldBotOne_dailyH_XAUUSD.a_Daily_REALTICKS.htm
GoldBotOne_dailyI_XAUUSD.a_Daily_REALTICKS,GoldBotOne_dailyI,Goldbot One,XAUUSD.a,Daily,XAUUSD.a,1,100000,5.0,83.0,1660.0,1583.4,644.68,0.64,0.9,17,2026-05-05 04:02:33,2026-08-11 03:22:01,52.9,3,3,642.19,1.6,4,425.5,0.13,C:\BulkBackTest\Proxy_3m_RealTicks\reports\GoldBotOne_dailyI_XAUUSD.a_Daily_REALTICKS.htm
GoldBotOne_dailyK_XAUUSD.a_Daily_REALTICKS,GoldBotOne_dailyK,Goldbot One,XAUUSD.a,Daily,XAUUSD.a,1,100000,5.0,104.0,2080.0,3201.75,800.09,0.78,1.44,15,2026-05-05 04:14:12,2026-08-11 04:02:08,46.7,3,2,796.85,1.6,2,640.7,0.16,C:\BulkBackTest\Proxy_3m_RealTicks\reports\GoldBotOne_dailyK_XAUUSD.a_Daily_REALTICKS.htm
GoldPhantom_Gold_a_XAUUSD.a_Daily_REALTICKS,GoldPhantom_Gold_a,Gold Phantom,XAUUSD.a,Daily,XAUUSD.a,1,100000,5.0,30.0,600.0,4789.76,1268.28,1.23,2.74,12,2026-05-04 19:27:30,2026-08-05 13:12:54,50.0,3,3,1263.19,1.5,2,635.48,0.25,C:\BulkBackTest\Proxy_3m_RealTicks\reports\GoldPhantom_Gold_a_XAUUSD.a_Daily_REALTICKS.htm
GoldPhantom_Gold_b_XAUUSD.a_Daily_REALTICKS,GoldPhantom_Gold_b,Gold Phantom,XAUUSD.a,Daily,XAUUSD.a,1,100000,5.0,30.0,600.0,1248.25,1490.65,1.49,2.21,7,2026-05-05 04:02:43,2026-06-30 04:20:01,42.9,3,3,1485.6,2.0,3,836.89,0.3,C:\BulkBackTest\Proxy_3m_RealTicks\reports\GoldPhantom_Gold_b_XAUUSD.a_Daily_REALTICKS.htm
GoldPhantom_Gold_c_XAUUSD.a_Daily_REALTICKS,GoldPhantom_Gold_c,Gold Phantom,XAUUSD.a,Daily,XAUUSD.a,1,100000,5.0,50.0,1000.0,5600.05,972.47,0.96,1.61,15,2026-05-05 10:29:56,2026-08-11 08:11:29,60.0,3,3,969.42,1.5,4,850.82,0.19,C:\BulkBackTest\Proxy_3m_RealTicks\reports\GoldPhantom_Gold_c_XAUUSD.a_Daily_REALTICKS.htm
GoldReaper_strategy1_Daily_XAUUSD.a_Daily_REALTICKS,GoldReaper_strategy1_Daily,Gold Reaper,XAUUSD.a,Daily,XAUUSD.a,1,100000,5.0,60.0,1200.0,2828.83,790.8,0.76,1.97,6,2026-05-27 15:21:24,2026-06-30 08:19:37,83.3,1,1,789.4,1.0,5,789.4,0.15,C:\BulkBackTest\Proxy_3m_RealTicks\reports\GoldReaper_strategy1_Daily_XAUUSD.a_Daily_REALTICKS.htm
GoldReaper_strategy2_Daily_XAUUSD.a_Daily_REALTICKS,GoldReaper_strategy2_Daily,Gold Reaper,XAUUSD.a,Daily,XAUUSD.a,1,100000,5.0,30.0,600.0,7732.53,2.84,0.0,2.58,6,2026-05-18 03:56:34,2026-06-30 04:08:31,100.0,0,0,-0.0,0.0,6,0.0,,C:\BulkBackTest\Proxy_3m_RealTicks\reports\GoldReaper_strategy2_Daily_XAUUSD.a_Daily_REALTICKS.htm
